Numero de aluno;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (Dropout);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (Dropout);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
11291;Single;2nd phase—general contingent;3;10;Daytime;1;1;1;29;6;4;Yes;No;No;1;Female;0;18;0;0;6;7;6;13.0;0;0;6;6;6;13.666666666666666;0;12.4;0.5;1.79;Graduate
86008;Single;2nd phase—general contingent;6;12;Daytime;1;1;1;27;9;10;Yes;No;No;1;Female;0;19;0;0;7;7;7;13.467142857142855;0;0;8;9;8;15.011111111111113;0;12.4;0.5;1.79;Graduate
11875;Single;1st phase—general contingent;3;12;Daytime;1;1;13;14;6;9;Yes;No;No;1;Female;1;18;0;0;7;9;7;13.2375;0;0;8;9;7;13.742857142857144;0;13.9;-0.3;0.79;Dropout
80200;Single;2nd phase—general contingent;2;5;Daytime;1;1;22;27;10;10;Yes;No;No;1;Female;0;18;0;0;6;6;6;12.333333333333334;0;0;6;6;6;13.0;0;7.6;2.6;0.32;Graduate
8177;Single;1st phase—general contingent;4;9;Daytime;1;1;1;14;5;9;Yes;No;No;1;Female;0;19;0;0;5;7;5;12.4;0;0;5;5;5;14.6;0;8.9;1.4;3.51;Graduate
50340;Single;2nd phase—general contingent;6;12;Daytime;1;1;1;14;4;4;Yes;No;No;1;Female;0;19;0;0;7;8;5;14.0;0;0;7;7;0;0.0;0;13.9;-0.3;0.79;Dropout
58204;Single;Change in course;1;10;Daytime;1;1;23;27;10;8;No;No;No;1;Female;0;20;0;5;9;15;9;11.666666666666666;0;2;7;8;7;11.714285714285714;0;7.6;2.6;0.32;Graduate
1159;Single;1st phase—general contingent;1;14;Daytime;1;1;1;28;4;10;No;No;Yes;0;Female;1;19;0;0;6;7;5;12.0;0;0;6;9;4;12.5;0;12.4;0.5;1.79;Dropout
47784;Single;2nd phase—general contingent;1;14;Daytime;1;1;13;14;6;6;Yes;No;No;1;Female;0;20;0;0;5;7;4;12.2;0;0;5;5;4;11.5;0;7.6;2.6;0.32;Graduate
47009;Single;1st phase—general contingent;1;15;Daytime;1;1;1;1;20;39;No;No;Yes;1;Female;1;18;0;0;6;6;6;14.833333333333334;0;0;6;6;6;14.833333333333334;0;8.9;1.4;3.51;Graduate
86055;Single;1st phase—general contingent;2;12;Daytime;1;1;13;1;5;8;No;No;No;1;Female;1;20;0;0;7;9;5;13.188;0;0;8;9;7;12.892857142857142;0;11.1;0.6;2.02;Dropout
86859;Single;3rd phase—general contingent;1;12;Daytime;1;1;13;1;5;9;No;No;No;1;Female;0;18;0;0;7;8;7;17.125;0;0;8;8;8;17.5875;0;13.9;-0.3;0.79;Graduate
32417;Single;1st phase—general contingent;5;12;Daytime;1;1;22;27;10;10;Yes;No;No;1;Female;0;19;0;0;7;7;6;12.666666666666666;0;0;7;7;6;12.666666666666666;0;7.6;2.6;0.32;Graduate
4692;Single;1st phase—general contingent;6;15;Daytime;1;1;13;1;5;5;Yes;No;No;1;Female;1;19;0;0;6;8;6;12.666666666666666;0;0;6;10;5;12.0;0;12.4;0.5;1.79;Graduate
73852;Single;Change in institution/course;1;9;Daytime;1;1;3;1;4;4;Yes;No;Yes;0;Female;0;22;0;0;5;8;0;0.0;0;0;5;7;0;0.0;0;8.9;1.4;3.51;Dropout
96198;Single;1st phase—general contingent;3;10;Daytime;1;1;1;10;10;11;Yes;No;No;1;Female;1;19;0;0;6;7;6;11.333333333333334;0;0;6;6;6;11.5;0;12.4;0.5;1.79;Graduate
84338;Single;1st phase—general contingent;3;12;Daytime;1;1;13;14;10;8;Yes;No;No;1;Female;1;19;0;0;7;10;7;13.605;0;0;8;11;8;12.33125;0;15.5;2.8;-4.06;Graduate
2931;Single;2nd phase—general contingent;5;16;Daytime;1;1;22;28;6;7;Yes;No;No;1;Female;1;19;0;0;6;10;5;12.0;0;0;6;9;5;10.8;0;9.4;-0.8;-3.12;Graduate
51459;Single;1st phase—general contingent;4;11;Daytime;1;1;10;14;10;10;Yes;No;No;1;Female;0;19;0;0;5;10;0;0.0;0;0;5;10;0;0.0;0;7.6;2.6;0.32;Dropout
76386;Single;2nd phase—general contingent;1;11;Daytime;1;1;1;27;10;11;Yes;No;No;1;Female;0;20;0;0;6;8;5;11.2;0;0;6;12;3;11.666666666666666;0;7.6;2.6;0.32;Dropout
68972;Single;1st phase—general contingent;1;9;Daytime;1;1;3;14;3;11;No;No;No;1;Female;0;18;0;0;5;10;5;13.375;0;0;5;9;5;14.166666666666666;0;13.9;-0.3;0.79;Graduate
59754;Single;1st phase—general contingent;1;12;Daytime;1;1;1;14;10;10;No;No;No;1;Female;1;20;0;0;7;8;6;13.863333333333337;0;0;8;9;7;14.178571428571429;0;11.1;0.6;2.02;Graduate
1471;Single;1st phase—general contingent;1;2;Daytime;1;1;3;27;3;9;Yes;No;No;1;Female;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;Dropout
1683;Single;1st phase—general contingent;1;6;Daytime;1;1;1;28;5;8;No;No;No;1;Female;0;19;0;0;5;6;5;12.4;0;0;5;6;5;13.4;0;7.6;2.6;0.32;Graduate
54331;Single;2nd phase—general contingent;1;16;Daytime;1;1;23;28;8;7;Yes;No;No;1;Female;0;18;0;0;6;11;3;12.333333333333334;0;0;6;10;5;10.833333333333334;0;9.4;-0.8;-3.12;Dropout
70234;Single;1st phase—general contingent;1;16;Daytime;1;1;22;27;10;10;Yes;No;No;1;Female;0;18;0;0;6;7;6;13.333333333333334;0;0;6;8;5;11.8;0;7.6;2.6;0.32;Graduate
9606;Single;Change in course;1;16;Daytime;1;1;3;27;3;6;Yes;No;No;1;Female;0;21;0;0;6;10;3;12.666666666666666;0;0;6;12;3;10.0;0;9.4;-0.8;-3.12;Dropout
6495;Single;1st phase—general contingent;1;16;Daytime;1;1;23;27;7;7;No;No;No;1;Female;0;19;0;0;6;8;6;12.0;0;0;6;10;4;11.5;0;7.6;2.6;0.32;Dropout
13735;Single;1st phase—general contingent;1;9;Daytime;1;1;23;28;10;10;No;No;No;1;Female;1;18;0;0;5;5;5;10.6;0;0;5;5;5;11.8;0;12.4;0.5;1.79;Graduate
47659;Single;2nd phase—general contingent;2;10;Daytime;1;1;1;27;8;10;Yes;No;No;1;Female;1;18;0;0;6;8;6;12.25;0;0;6;7;6;11.857142857142858;0;12.7;3.7;-1.7;Graduate
70326;Single;1st phase—general contingent;3;10;Daytime;1;1;13;1;10;11;Yes;No;No;1;Female;0;20;0;0;6;10;4;11.0;0;0;6;9;6;11.833333333333334;0;9.4;-0.8;-3.12;Graduate
47255;Single;Over 23 years old;1;3;Evening;1;1;1;14;7;9;No;No;No;1;Female;1;24;0;0;6;11;5;11.0;0;0;6;9;5;12.6;0;11.1;0.6;2.02;Graduate
31351;Single;1st phase—general contingent;1;14;Daytime;1;1;13;1;5;2;No;No;No;1;Female;0;19;0;0;6;6;6;13.166666666666666;0;0;6;9;6;13.0;0;10.8;1.4;1.74;Dropout
28571;Single;1st phase—general contingent;1;12;Daytime;1;1;13;27;10;8;Yes;No;No;1;Female;1;18;0;0;7;9;7;12.855555555555554;0;0;8;12;7;12.761111111111113;0;15.5;2.8;-4.06;Graduate
24009;Single;1st phase—general contingent;2;12;Daytime;1;1;13;14;10;10;Yes;No;No;1;Female;0;18;0;0;7;8;7;14.91875;0;0;8;8;8;15.355;0;15.5;2.8;-4.06;Graduate
87761;Single;2nd phase—general contingent;5;16;Daytime;1;1;10;10;5;5;Yes;No;No;1;Female;0;21;0;0;6;13;4;11.5;0;0;6;10;3;11.0;0;10.8;1.4;1.74;Dropout
79134;Single;2nd phase—general contingent;2;14;Daytime;1;1;1;14;6;5;No;No;No;1;Female;0;19;0;0;5;5;5;14.2;0;0;5;5;5;14.2;0;7.6;2.6;0.32;Graduate
36476;Single;2nd phase—general contingent;1;15;Daytime;1;1;13;27;8;8;No;No;No;1;Female;1;19;0;0;6;6;6;12.5;0;0;6;7;6;13.0;0;15.5;2.8;-4.06;Graduate
94957;Widower;Over 23 years old;1;4;Daytime;1;1;1;27;7;7;No;No;Yes;1;Female;0;47;0;0;1;1;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Dropout
23020;Single;2nd phase—general contingent;3;10;Daytime;1;1;13;14;8;9;No;No;No;1;Female;0;19;0;0;6;10;5;11.666666666666666;0;0;6;12;4;11.0;0;13.9;-0.3;0.79;Graduate
26817;Single;Over 23 years old;1;12;Daytime;3;1;2;2;2;2;No;No;No;1;Female;0;29;0;1;8;8;7;14.257142857142856;0;1;8;8;7;14.257142857142856;0;12.7;3.7;-1.7;Graduate
81132;Single;Change in course;1;10;Daytime;1;1;13;14;5;9;Yes;No;No;1;Female;0;21;0;0;6;13;3;12.0;0;0;6;12;2;11.333333333333334;0;16.2;0.3;-0.92;Dropout
19353;Single;Over 23 years old;1;6;Daytime;1;1;22;14;10;8;Yes;No;No;1;Female;0;28;0;0;5;13;4;11.25;1;0;5;11;4;10.5;0;12.7;3.7;-1.7;Dropout
41028;Single;2nd phase—general contingent;2;13;Daytime;1;1;22;27;4;11;No;No;No;1;Female;0;20;0;0;7;8;7;12.457142857142856;0;0;8;8;8;13.5625;0;15.5;2.8;-4.06;Graduate
78900;Single;2nd phase—general contingent;1;12;Daytime;1;1;2;28;5;6;Yes;No;No;1;Female;0;19;0;0;7;7;6;11.683333333333332;0;0;7;7;6;11.683333333333332;0;7.6;2.6;0.32;Graduate
47198;Single;Transfer;1;3;Evening;1;1;13;2;5;7;No;No;No;1;Female;0;26;0;0;6;10;3;11.666666666666666;0;0;6;8;5;12.0;0;9.4;-0.8;-3.12;Graduate
19049;Single;2nd phase—general contingent;2;11;Daytime;1;1;22;27;10;9;Yes;No;Yes;0;Female;0;20;0;0;6;8;4;11.75;0;0;6;6;6;13.166666666666666;0;11.1;0.6;2.02;Dropout
11645;Single;1st phase—general contingent;1;14;Daytime;1;1;22;27;10;10;Yes;No;No;1;Female;1;18;0;0;5;6;3;11.666666666666666;0;0;5;6;4;13.5;0;7.6;2.6;0.32;Dropout
24227;Single;Over 23 years old;1;16;Daytime;1;1;22;14;10;6;No;No;No;1;Female;0;27;0;0;6;9;5;13.2;0;0;6;10;5;12.0;0;7.6;2.6;0.32;Graduate
65268;Single;1st phase—general contingent;2;12;Daytime;1;1;19;24;12;12;Yes;No;No;1;Female;0;20;0;0;7;8;4;11.95;0;0;7;8;4;11.95;0;7.6;2.6;0.32;Dropout
4291;Single;1st phase—general contingent;5;16;Daytime;1;1;22;14;10;6;Yes;No;No;1;Female;0;18;0;0;6;8;5;12.4;0;0;6;12;5;10.4;0;9.4;-0.8;-3.12;Dropout
8063;Single;Holders of other higher courses;1;12;Daytime;3;1;1;1;10;6;No;No;No;1;Female;0;33;0;2;7;8;6;14.35;0;3;8;10;6;14.583333333333334;0;16.2;0.3;-0.92;Dropout
69516;Single;Change in course;1;16;Daytime;1;1;3;1;4;4;Yes;No;No;1;Female;0;35;0;19;21;21;21;12.61904761904762;0;13;19;19;19;12.789473684210526;0;12.4;0.5;1.79;Graduate
85579;Single; Technological specialization diploma holders;1;17;Evening;14;1;22;14;10;9;No;No;No;1;Female;1;26;0;2;6;7;6;12.666666666666666;0;2;6;7;6;13.166666666666666;1;9.4;-0.8;-3.12;Dropout
18792;Single;Over 23 years old;1;15;Daytime;12;1;13;14;4;5;No;No;Yes;0;Female;0;27;0;0;6;6;5;12.0;0;0;6;6;0;0.0;0;11.1;0.6;2.02;Dropout
981;Single;3rd phase—general contingent;3;5;Daytime;1;1;1;27;6;6;Yes;No;No;0;Female;0;19;0;0;6;6;6;12.166666666666666;0;0;6;6;0;0.0;0;15.5;2.8;-4.06;Dropout
15074;Single;2nd phase—general contingent;2;11;Daytime;1;1;1;14;5;7;No;No;No;1;Female;0;20;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;Dropout
78960;Single;3rd phase—general contingent;2;9;Daytime;1;1;3;3;6;8;Yes;No;Yes;0;Female;0;20;0;0;5;9;3;10.0;0;0;5;9;3;10.571428571428571;0;10.8;1.4;1.74;Dropout
99901;Single;Change in course;1;10;Daytime;1;1;1;27;6;10;No;No;Yes;0;Female;0;21;0;5;10;18;8;11.5;0;0;6;12;4;10.0;0;9.4;-0.8;-3.12;Dropout
5000;Single;2nd phase—general contingent;3;12;Daytime;1;1;23;1;10;5;Yes;No;No;1;Female;1;18;0;0;7;7;6;13.05;0;0;7;7;6;13.05;0;7.6;2.6;0.32;Graduate
55782;Single;Over 23 years old;1;6;Daytime;1;1;1;14;10;10;Yes;No;No;1;Female;0;24;0;0;6;10;2;11.0;0;0;6;6;0;0.0;0;8.9;1.4;3.51;Dropout
56985;Single;2nd phase—general contingent;4;5;Daytime;1;1;1;3;5;2;Yes;No;No;1;Female;0;20;0;0;6;7;6;11.5;0;0;6;6;6;12.0;0;16.2;0.3;-0.92;Graduate
13855;Single;1st phase—general contingent;1;11;Daytime;1;1;13;28;10;9;No;No;No;1;Female;1;21;0;0;6;7;6;12.0;0;0;6;6;6;12.5;0;13.9;-0.3;0.79;Graduate
69153;Single;1st phase—general contingent;1;3;Evening;1;1;1;27;8;4;No;No;No;1;Female;0;23;0;0;6;13;2;10.0;0;0;5;12;1;10.0;0;9.4;-0.8;-3.12;Dropout
46667;Single;Over 23 years old;1;9;Daytime;1;1;10;3;5;4;Yes;No;No;1;Female;0;24;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
45030;Single;Change in institution/course;1;16;Daytime;1;1;1;1;5;11;No;No;No;1;Female;0;21;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout
78627;Single;1st phase—general contingent;4;12;Daytime;1;1;23;28;10;9;Yes;No;No;1;Female;0;18;0;0;8;8;7;12.242857142857144;0;0;8;8;7;12.242857142857144;0;12.7;3.7;-1.7;Graduate
97188;Single;Over 23 years old;1;17;Evening;15;1;13;1;4;5;Yes;No;No;1;Female;0;27;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;8.9;1.4;3.51;Dropout
77628;Single;3rd phase—general contingent;6;12;Daytime;1;1;22;27;6;6;Yes;No;No;1;Female;0;18;0;0;8;8;8;12.93375;0;0;8;8;8;12.93375;0;9.4;-0.8;-3.12;Graduate
65317;Single;Holders of other higher courses;1;7;Daytime;3;1;3;2;3;3;No;No;No;1;Female;0;35;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;13.9;-0.3;0.79;Dropout
45493;Single;1st phase—general contingent;1;16;Daytime;1;1;13;14;4;9;No;No;No;1;Female;0;18;0;0;7;9;7;12.571428571428571;0;0;7;8;7;14.428571428571429;0;11.1;0.6;2.02;Graduate
70378;Single;Over 23 years old;1;12;Daytime;1;1;1;3;28;19;No;No;No;1;Female;0;35;0;0;3;4;3;11.816666666666668;0;0;3;3;3;11.333333333333334;0;11.1;0.6;2.02;Dropout
91733;Single;1st phase—general contingent;1;6;Daytime;1;1;1;1;5;8;Yes;No;No;1;Female;0;19;0;0;5;9;4;13.75;0;0;5;13;4;14.333333333333334;2;10.8;1.4;1.74;Graduate
56618;Single;1st phase—general contingent;4;10;Daytime;1;1;13;14;5;1;Yes;No;No;1;Female;0;20;0;0;6;8;6;11.166666666666666;0;0;6;6;6;11.333333333333334;0;7.6;2.6;0.32;Graduate
90054;Single;1st phase—general contingent;4;12;Daytime;1;1;13;14;8;8;Yes;No;No;1;Female;0;18;0;0;8;8;7;12.324285714285711;0;0;8;8;7;12.324285714285711;0;10.8;1.4;1.74;Graduate
87641;Single; Technological specialization diploma holders;1;10;Daytime;14;1;23;28;6;11;No;No;Yes;1;Female;0;21;0;3;6;6;6;12.166666666666666;0;2;6;7;6;11.714285714285714;0;13.9;-0.3;0.79;Graduate
97996;Single;2nd phase—general contingent;2;10;Daytime;1;1;13;27;10;9;No;No;No;1;Female;1;18;0;0;6;11;5;11.142857142857142;0;0;6;11;4;11.25;0;16.2;0.3;-0.92;Graduate
32458;Single;1st phase—general contingent;1;10;Daytime;1;1;19;24;1;1;Yes;No;No;1;Female;0;18;0;0;6;9;4;11.0;0;0;6;9;4;10.75;0;7.6;2.6;0.32;Graduate
53865;Single;1st phase—general contingent;2;12;Daytime;1;1;13;28;10;10;Yes;No;No;1;Female;0;18;0;0;8;8;7;12.914285714285713;0;0;8;8;7;12.914285714285713;0;12.7;3.7;-1.7;Graduate
31093;Single;1st phase—general contingent;4;15;Daytime;1;1;3;14;2;5;Yes;No;No;1;Female;1;18;0;0;6;6;6;13.833333333333334;0;0;6;6;6;14.166666666666666;0;16.2;0.3;-0.92;Graduate
28595;Single;1st phase—general contingent;1;6;Daytime;1;1;13;1;9;8;Yes;No;No;1;Female;0;19;0;0;6;8;6;13.857142857142858;0;0;6;9;5;13.4;0;13.9;-0.3;0.79;Graduate
39561;Single;Over 23 years old;1;11;Daytime;12;1;3;14;3;4;No;No;No;1;Female;1;36;0;0;6;7;6;13.714285714285714;0;0;6;6;5;12.8;0;16.2;0.3;-0.92;Dropout
51521;Single;1st phase—general contingent;2;12;Daytime;1;1;23;1;8;5;Yes;No;No;1;Female;1;18;0;0;8;8;7;12.642857142857142;0;0;8;8;7;12.642857142857142;0;12.7;3.7;-1.7;Graduate
20811;Single;1st phase—general contingent;1;12;Daytime;1;1;22;27;10;10;No;No;No;1;Female;1;18;0;0;7;7;6;12.916666666666666;0;0;7;7;6;12.916666666666666;0;7.6;2.6;0.32;Graduate
57254;Single;Change in course;1;8;Daytime;1;1;1;3;10;3;Yes;No;No;1;Female;1;20;0;0;6;8;6;15.625;0;0;6;8;6;15.857142857142858;0;13.9;-0.3;0.79;Graduate
7445;Single;Over 23 years old;1;17;Evening;1;1;22;27;10;10;No;No;No;1;Female;1;26;0;0;5;7;0;0.0;0;0;5;8;0;0.0;0;16.2;0.3;-0.92;Dropout
64220;Single;Change in course;1;15;Daytime;1;1;1;1;5;6;No;No;No;1;Female;0;21;0;0;6;8;6;11.714285714285714;0;0;6;7;6;12.0;0;7.6;2.6;0.32;Graduate
24824;Single;Over 23 years old;1;13;Daytime;15;1;1;1;5;6;No;No;No;1;Female;0;25;0;0;7;10;6;12.125;0;0;8;9;8;13.3125;0;15.5;2.8;-4.06;Dropout
83561;Single;3rd phase—general contingent;1;9;Daytime;1;1;13;3;6;6;Yes;No;No;1;Female;1;19;0;0;5;7;5;11.6;0;0;5;5;5;11.6;0;12.4;0.5;1.79;Graduate
43745;Single;Over 23 years old;1;3;Evening;1;1;13;27;9;8;Yes;No;No;1;Female;0;24;0;0;6;11;1;10.0;0;0;6;6;0;0.0;6;9.4;-0.8;-3.12;Dropout
92222;Single;Over 23 years old;1;3;Evening;1;1;1;14;6;5;No;No;No;1;Female;1;27;0;0;6;16;1;10.0;0;0;6;13;0;0.0;0;8.9;1.4;3.51;Dropout
56605;Single;2nd phase—general contingent;1;6;Daytime;1;1;13;27;2;4;No;No;No;1;Female;0;21;0;0;5;10;0;0.0;1;0;5;9;2;13.5;0;7.6;2.6;0.32;Dropout
22813;Single;1st phase—general contingent;1;9;Daytime;1;1;23;28;8;8;No;No;No;1;Female;1;18;0;0;5;7;4;13.0;0;0;5;8;3;12.333333333333334;0;9.4;-0.8;-3.12;Graduate
45755;Married;1st phase—general contingent;4;16;Daytime;1;1;22;27;6;8;No;Yes;No;1;Female;1;19;0;0;6;6;6;13.333333333333334;0;0;6;6;6;14.5;0;10.8;1.4;1.74;Graduate
60685;Single;1st phase—general contingent;3;11;Daytime;1;1;1;1;4;4;Yes;No;No;1;Female;0;18;0;0;6;9;4;11.25;0;0;6;13;2;12.5;0;9.4;-0.8;-3.12;Dropout
27003;Single;Change in institution/course;1;12;Daytime;1;1;13;1;6;10;No;No;No;1;Female;1;19;0;0;7;9;5;13.85;0;0;8;9;7;12.19285714285714;0;11.1;0.6;2.02;Graduate
6609;Single;3rd phase—general contingent;1;12;Daytime;1;1;1;28;5;6;Yes;No;No;1;Female;1;19;0;0;7;8;6;13.741666666666667;0;0;8;9;7;14.9125;0;16.2;0.3;-0.92;Graduate
35302;Married;Holders of other higher courses;1;17;Evening;17;1;25;5;4;4;No;No;No;1;Female;0;33;0;2;6;7;6;15.333333333333334;0;0;5;5;5;15.8;0;11.1;0.6;2.02;Graduate
53490;Married;Holders of other higher courses;1;9;Daytime;3;1;1;4;4;11;No;No;No;1;Female;0;45;0;0;5;6;5;11.0;0;0;5;5;5;13.8;0;12.4;0.5;1.79;Graduate
84226;Single;1st phase—general contingent;1;10;Daytime;1;1;1;1;10;10;No;No;No;1;Female;1;20;0;0;6;6;6;12.0;0;0;6;7;6;12.857142857142858;0;11.1;0.6;2.02;Graduate
50446;Single;Over 23 years old;2;14;Daytime;1;1;19;24;1;1;Yes;No;No;1;Female;0;28;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
68632;Single;Change in course;1;12;Daytime;1;1;1;1;6;9;Yes;No;No;1;Female;1;19;0;0;8;15;7;11.571428571428571;0;0;8;15;7;11.571428571428571;0;12.7;3.7;-1.7;Graduate
35884;Single;1st phase—general contingent;2;11;Daytime;1;1;1;27;5;6;Yes;No;No;1;Female;0;18;0;0;6;10;6;12.857142857142858;0;0;6;6;3;12.666666666666666;0;12.7;3.7;-1.7;Graduate
90122;Single;Over 23 years old;1;11;Daytime;3;1;13;14;5;7;No;No;No;1;Female;0;38;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout
53808;Single;1st phase—general contingent;2;14;Daytime;1;1;1;3;5;4;No;No;No;1;Female;0;19;0;0;5;5;5;13.0;0;0;5;5;5;13.2;0;9.4;-0.8;-3.12;Graduate
45425;Single;1st phase—general contingent;1;11;Daytime;1;1;1;27;10;10;No;No;No;1;Female;1;21;0;0;6;9;5;11.0;0;0;6;8;5;12.0;0;15.5;2.8;-4.06;Graduate
95703;Single;1st phase—general contingent;1;9;Daytime;1;1;22;1;10;11;No;No;No;1;Female;0;21;0;0;5;12;3;12.0;0;0;5;12;1;15.0;3;16.2;0.3;-0.92;Dropout
27348;Single;1st phase—general contingent;1;10;Daytime;1;1;23;27;10;10;No;No;No;1;Female;1;22;0;0;6;6;5;12.6;0;0;6;6;6;13.0;0;10.8;1.4;1.74;Graduate
50525;Single;1st phase—general contingent;1;16;Daytime;1;1;13;14;6;8;No;No;No;1;Female;1;18;0;0;6;8;5;13.4;0;0;6;7;6;13.166666666666666;0;9.4;-0.8;-3.12;Graduate
25439;Single;2nd phase—general contingent;2;10;Daytime;1;1;22;27;4;10;No;Yes;No;1;Female;1;18;0;0;6;9;6;11.333333333333334;0;0;6;9;6;11.571428571428571;0;15.5;2.8;-4.06;Graduate
76579;Single;1st phase—general contingent;1;8;Daytime;1;1;13;1;10;10;Yes;No;No;0;Female;0;25;0;0;5;14;4;13.5;2;0;5;10;4;14.25;0;9.4;-0.8;-3.12;Dropout
64656;Single;Over 23 years old;1;6;Daytime;12;1;13;14;10;8;No;No;Yes;0;Female;0;24;0;2;6;11;3;11.75;0;1;6;14;3;10.333333333333334;0;16.2;0.3;-0.92;Dropout
94562;Single;1st phase—general contingent;3;12;Daytime;1;1;3;1;5;5;Yes;No;No;1;Female;0;19;0;0;7;10;6;12.471428571428572;0;0;7;8;7;11.4625;0;12.4;0.5;1.79;Dropout
52974;Single;1st phase—special contingent (Madeira Island);1;2;Daytime;1;1;3;3;4;4;Yes;No;No;1;Female;0;24;0;11;17;19;11;12.909090909090908;0;9;13;15;9;13.555555555555555;0;12.4;0.5;1.79;Dropout
84035;Single;1st phase—general contingent;2;9;Daytime;1;1;22;14;6;6;Yes;No;No;1;Female;1;20;0;0;5;5;5;11.6;0;0;5;5;5;13.6;0;12.4;0.5;1.79;Graduate
50319;Single;Over 23 years old;1;9;Daytime;1;1;22;1;10;2;No;No;No;0;Female;0;25;0;0;5;5;0;0.0;0;0;5;9;0;0.0;0;10.8;1.4;1.74;Dropout
60904;Single;1st phase—general contingent;1;9;Daytime;1;1;23;14;10;11;No;No;No;1;Female;1;20;0;5;10;13;9;12.9;0;4;10;12;10;12.363636363636363;0;8.9;1.4;3.51;Graduate
7051;Single;Holders of other higher courses;1;12;Daytime;3;1;13;28;6;4;No;No;No;1;Female;0;23;0;0;8;8;8;13.22;0;0;8;8;8;13.22;0;9.4;-0.8;-3.12;Graduate
10073;Single;2nd phase—general contingent;3;12;Daytime;1;1;13;27;8;7;Yes;No;No;1;Female;1;19;0;0;8;8;7;13.151428571428571;0;0;8;8;7;13.151428571428571;0;10.8;1.4;1.74;Graduate
64411;Single; Technological specialization diploma holders;1;4;Daytime;14;1;22;27;10;11;No;No;Yes;0;Female;0;29;0;0;6;13;3;12.75;0;0;6;8;3;11.333333333333334;0;13.9;-0.3;0.79;Dropout
1633;Single;1st phase—general contingent;3;11;Daytime;1;1;13;27;5;8;Yes;No;No;1;Female;0;21;0;0;6;8;6;11.333333333333334;0;0;6;8;4;12.25;0;11.1;0.6;2.02;Graduate
63868;Single;1st phase—general contingent;1;14;Daytime;1;1;13;1;10;9;Yes;No;No;1;Female;1;18;0;0;6;10;6;13.25;0;0;6;13;5;14.142857142857142;0;11.1;0.6;2.02;Graduate
84119;Single;1st phase—general contingent;3;5;Daytime;1;1;13;28;10;10;Yes;No;No;1;Female;0;19;0;0;6;7;5;12.4;0;0;6;6;5;12.4;0;9.4;-0.8;-3.12;Dropout
99548;Single;1st phase—general contingent;3;15;Daytime;1;1;23;27;8;8;Yes;No;No;1;Female;1;18;0;0;6;6;6;15.0;0;0;6;6;6;12.833333333333334;0;8.9;1.4;3.51;Dropout
59130;Single;1st phase—general contingent;1;6;Daytime;1;1;7;14;12;7;No;No;No;1;Female;0;19;0;0;5;6;5;14.4;0;0;5;6;5;13.0;0;7.6;2.6;0.32;Graduate
32207;Single;1st phase—general contingent;1;15;Daytime;1;1;22;27;10;9;Yes;No;No;1;Female;0;18;0;0;6;12;1;11.0;0;0;6;12;0;0.0;0;9.4;-0.8;-3.12;Dropout
48786;Single;2nd phase—general contingent;1;9;Daytime;1;1;1;1;5;5;No;No;No;1;Female;0;18;0;0;5;8;5;12.4;0;0;5;6;5;10.8;0;8.9;1.4;3.51;Graduate
37969;Married;Over 23 years old;1;13;Daytime;12;1;23;27;8;8;Yes;No;Yes;0;Female;1;37;0;0;7;13;1;16.0;0;0;7;12;0;0.0;0;8.9;1.4;3.51;Dropout
39704;Single;2nd phase—general contingent;1;17;Evening;15;1;22;27;7;7;No;No;No;1;Female;0;29;0;0;5;10;5;13.571428571428571;0;0;5;14;5;12.333333333333334;3;16.2;0.3;-0.92;Graduate
76970;Single;2nd phase—general contingent;3;5;Daytime;1;1;22;27;10;10;No;No;No;1;Female;0;18;0;0;6;6;6;11.833333333333334;0;0;6;6;6;12.5;0;7.6;2.6;0.32;Dropout
68429;Single;1st phase—general contingent;1;10;Daytime;1;1;1;1;10;9;Yes;No;No;1;Female;1;19;0;0;6;8;5;11.666666666666666;0;0;6;9;5;12.666666666666666;0;12.4;0.5;1.79;Graduate
